,userId,itemId
609,61,651
610,62,496
611,62,518
612,62,185
613,62,895
614,62,425
615,62,306
616,62,432
617,62,478
618,62,340
619,62,100
620,63,302
621,63,514
622,63,1136
623,63,89
624,63,1006
625,63,272
626,63,895
627,63,114
628,63,192
629,63,189
630,64,525
631,64,604
632,64,13
633,64,660
634,64,481
635,64,242
636,64,169
637,64,180
638,64,496
639,64,482
640,65,663
641,65,1062
642,65,746
643,65,524
644,65,143
645,65,286
646,65,205
647,65,496
648,65,316
649,65,732
650,66,172
651,66,948
652,66,89
653,66,1062
654,66,689
655,66,69
656,66,64
657,66,22
658,66,333
659,66,1141
660,67,89
661,67,421
662,67,866
663,67,463
664,67,1168
665,67,478
666,67,1440
667,67,1508
668,67,1193
669,67,156
670,68,357
671,68,13
672,68,736
673,68,303
674,68,895
675,68,192
676,68,345
677,68,513
678,68,647
679,68,530
680,69,178
681,69,895
682,69,89
683,69,191
684,69,1202
685,69,483
686,69,160
687,69,531
688,69,1136
689,69,589
690,70,480
691,70,479
692,70,1141
693,70,219
694,70,205
695,70,153
696,70,707
697,70,654
698,70,603
699,70,22
700,71,131
701,71,479
702,71,707
703,71,272
704,71,169
705,71,241
706,71,660
707,71,510
708,71,8
709,71,463
710,72,514
711,72,205
712,72,663
713,72,517
714,72,287
715,72,1064
716,72,474
717,72,169
718,72,558
719,72,19
720,73,192
721,73,89
722,73,150
723,73,589
724,73,320
725,73,200
726,73,60
727,73,178
728,73,340
729,73,45
730,74,1062
731,74,463
732,74,421
733,74,663
734,74,914
735,74,866
736,74,716
737,74,524
738,74,699
739,74,1063
740,75,276
741,75,179
742,75,127
743,75,1128
744,75,663
745,75,298
746,75,6
747,75,895
748,75,272
749,75,429
750,76,1125
751,76,1128
752,76,345
753,76,654
754,76,180
755,76,212
756,76,9
757,76,1021
758,76,1069
759,76,855
760,77,659
761,77,271
762,77,180
763,77,511
764,77,127
765,77,327
766,77,1141
767,77,432
768,77,521
769,77,918
770,78,886
771,78,513
772,78,302
773,78,192
774,78,205
775,78,654
776,78,921
777,78,694
778,78,895
779,78,474
780,79,611
781,79,918
782,79,483
783,79,191
784,79,603
785,79,474
786,79,320
787,79,89
788,79,419
789,79,513
790,80,143
791,80,654
792,80,169
793,80,318
794,80,496
795,80,192
796,80,190
797,80,474
798,80,481
799,80,633
800,81,498
801,81,357
802,81,12
803,81,732
804,81,327
805,81,744
806,81,493
807,81,56
808,81,866
809,81,8
810,82,98
811,82,272
812,82,427
813,82,429
814,82,1239
815,82,303
816,82,510
817,82,302
818,82,652
819,82,568
820,83,143
821,83,313
822,83,965
823,83,328
824,83,483
825,83,471
826,83,161
827,83,318
828,83,366
829,83,470
830,84,697
831,84,478
832,84,131
833,84,344
834,84,479
835,84,1193
836,84,213
837,84,1440
838,84,1136
839,84,178
840,85,654
841,85,81
842,85,483
843,85,302
844,85,197
845,85,143
846,85,239
847,85,707
848,85,61
849,85,313
850,86,315
851,86,478
852,86,663
853,86,463
854,86,530
855,86,866
856,86,1062
857,86,705
858,86,955
859,86,718
860,87,135
861,87,316
862,87,175
863,87,423
864,87,498
865,87,603
866,87,943
867,87,77
868,87,333
869,87,194
870,88,897
871,88,1062
872,88,699
873,88,697
874,88,849
875,88,1121
876,88,812
877,88,834
878,88,866
879,88,463
880,89,1128
881,89,178
882,89,589
883,89,320
884,89,143
885,89,132
886,89,89
887,89,176
888,89,180
889,89,382
890,90,633
891,90,485
892,90,111
893,90,526
894,90,963
895,90,504
896,90,466
897,90,558
898,90,944
899,90,1038
900,91,22
901,91,50
902,91,172
903,91,174
904,91,270
905,91,189
906,91,448
907,91,1141
908,91,742
909,91,51
910,92,589
911,92,1202
912,92,346
913,92,169
914,92,480
915,92,527
916,92,131
917,92,172
918,92,1440
919,92,512
920,93,1062
921,93,663
922,93,898
923,93,1168
924,93,699
925,93,1083
926,93,463
927,93,922
928,93,1202
929,93,524
930,94,918
931,94,663
932,94,524
933,94,306
934,94,205
935,94,895
936,94,285
937,94,45
938,94,9
939,94,499
940,95,294
941,95,143
942,95,967
943,95,269
944,95,676
945,95,611
946,95,315
947,95,651
948,95,126
949,95,746
950,96,1128
951,96,974
952,96,505
953,96,313
954,96,480
955,96,1011
956,96,899
957,96,1062
958,96,922
959,96,750
960,97,895
961,97,1020
962,97,914
963,97,1021
964,97,628
965,97,849
966,97,866
967,97,613
968,97,1062
969,97,9
970,98,176
971,98,191
972,98,657
973,98,507
974,98,124
975,98,313
976,98,603
977,98,286
978,98,631
979,98,1136
980,99,180
981,99,313
982,99,234
983,99,1062
984,99,480
985,99,690
986,99,176
987,99,492
988,99,271
989,99,656
990,100,716
991,100,1062
992,100,463
993,100,582
994,100,628
995,100,286
996,100,477
997,100,1100
998,100,699
999,100,1020
1000,101,313
1001,101,781
1002,101,19
1003,101,316
1004,101,729
1005,101,11
1006,101,272
1007,101,659
1008,101,886
1009,101,333
1010,102,135
1011,102,9
1012,102,709
1013,102,121
1014,102,1006
1015,102,169
1016,102,920
1017,102,64
1018,102,530
1019,102,210
1020,103,64
1021,103,143
1022,103,205
1023,103,178
1024,103,392
1025,103,286
1026,103,1508
1027,103,198
1028,103,1141
1029,103,744
1030,104,918
1031,104,481
1032,104,425
1033,104,596
1034,104,91
1035,104,321
1036,104,515
1037,104,69
1038,104,286
1039,104,690
1040,105,705
1041,105,604
1042,105,1125
1043,105,463
1044,105,663
1045,105,1062
1046,105,1128
1047,105,1136
1048,105,524
1049,105,922
1050,106,143
1051,106,169
1052,106,498
1053,106,178
1054,106,736
1055,106,242
1056,106,132
1057,106,496
1058,106,1193
1059,106,427
1060,107,895
1061,107,1062
1062,107,463
1063,107,718
1064,107,850
1065,107,866
1066,107,793
1067,107,849
1068,107,914
1069,107,647
1070,108,474
1071,108,955
1072,108,922
1073,108,654
1074,108,866
1075,108,631
1076,108,488
1077,108,604
1078,108,895
1079,108,131
1080,109,689
1081,109,276
1082,109,271
1083,109,685
1084,109,962
1085,109,237
1086,109,748
1087,109,596
1088,109,302
1089,109,458
1090,110,316
1091,110,655
1092,110,697
1093,110,483
1094,110,470
1095,110,1062
1096,110,1136
1097,110,498
1098,110,1277
1099,110,515
1100,111,699
1101,111,1062
1102,111,270
1103,111,251
1104,111,1100
1105,111,604
1106,111,316
1107,111,1061
1108,111,300
1109,111,1168
1110,112,697
1111,112,886
1112,112,718
1113,112,524
1114,112,849
1115,112,699
1116,112,866
1117,112,11
1118,112,946
1119,112,315
1120,113,663
1121,113,1018
1122,113,1062
1123,113,402
1124,113,1216
1125,113,603
1126,113,1168
1127,113,392
1128,113,248
1129,113,866
1130,114,1141
1131,114,320
1132,114,763
1133,114,1128
1134,114,324
1135,114,589
1136,114,603
1137,114,50
1138,114,813
1139,114,513
1140,115,135
1141,115,895
1142,115,647
1143,115,718
1144,115,134
1145,115,175
1146,115,238
1147,115,589
1148,115,180
1149,115,273
1150,116,654
1151,116,431
1152,116,89
1153,116,176
1154,116,198
1155,116,205
1156,116,697
1157,116,632
1158,116,179
1159,116,31
1160,117,147
1161,117,153
1162,117,154
1163,117,223
1164,117,239
1165,117,1440
1166,117,470
1167,117,433
1168,117,175
1169,117,192
1170,118,89
1171,118,1064
1172,118,1440
1173,118,707
1174,118,1128
1175,118,750
1176,118,611
1177,118,1168
1178,118,273
1179,118,168
1180,119,707
1181,119,604
1182,119,306
1183,119,344
1184,119,289
1185,119,612
1186,119,886
1187,119,663
1188,119,286
1189,119,135
1190,120,168
1191,120,485
1192,120,191
1193,120,419
1194,120,478
1195,120,50
1196,120,1193
1197,120,22
1198,120,1440
1199,120,529
1200,121,14
1201,121,660
1202,121,205
1203,121,143
1204,121,709
1205,121,705
1206,121,657
1207,121,429
1208,121,661
1209,121,527
1210,122,320
1211,122,744
1212,122,131
1213,122,135
1214,122,421
1215,122,1098
1216,122,633
1217,122,451
1218,122,654
1219,122,607
1220,123,474
1221,123,180
1222,123,750
1223,123,346
1224,123,589
1225,123,176
1226,123,203
1227,123,1202
1228,123,707
1229,123,269
1230,124,320
1231,124,477
1232,124,510
1233,124,1011
1234,124,899
1235,124,89
1236,124,589
1237,124,516
1238,124,91
1239,124,367
1240,125,291
1241,125,265
1242,125,101
1243,125,99
1244,125,172
1245,125,318
1246,125,17
1247,125,405
1248,125,366
1249,125,526
1250,126,914
1251,126,850
1252,126,718
1253,126,1062
1254,126,716
1255,126,699
1256,126,849
1257,126,866
1258,126,793
1259,126,946
1260,127,118
1261,127,181
1262,127,133
1263,127,1216
1264,127,1018
1265,127,1156
1266,127,328
1267,127,121
1268,127,678
1269,127,468
1270,128,318
1271,128,178
1272,128,157
1273,128,287
1274,128,515
1275,128,427
1276,128,192
1277,128,421
1278,128,538
1279,128,185
1280,129,663
1281,129,165
1282,129,918
1283,129,1083
1284,129,306
1285,129,606
1286,129,736
1287,129,631
1288,129,191
1289,129,166
1290,130,327
1291,130,191
1292,130,432
1293,130,499
1294,130,270
1295,130,402
1296,130,468
1297,130,421
1298,130,190
1299,130,51
1300,131,1062
1301,131,272
1302,131,22
1303,131,663
1304,131,582
1305,131,660
1306,131,962
1307,131,303
1308,131,1136
1309,131,568
1310,132,180
1311,132,589
1312,132,178
1313,132,474
1314,132,603
1315,132,1141
1316,132,205
1317,132,192
1318,132,483
1319,132,1508
1320,133,463
1321,133,287
1322,133,474
1323,133,1062
1324,133,628
1325,133,895
1326,133,3
1327,133,421
1328,133,1020
1329,133,718
1330,134,1062
1331,134,480
1332,134,22
1333,134,421
1334,134,1018
1335,134,234
1336,134,1168
1337,134,479
1338,134,898
1339,134,609
1340,135,652
1341,135,156
1342,135,191
1343,135,611
1344,135,190
1345,135,657
1346,135,513
1347,135,175
1348,135,357
1349,135,223
1350,136,474
1351,136,663
1352,136,190
1353,136,589
1354,136,633
1355,136,507
1356,136,1136
1357,136,134
1358,136,135
1359,136,653
1360,137,1018
1361,137,763
1362,137,470
1363,137,271
1364,137,298
1365,137,1193
1366,137,179
1367,137,320
1368,137,169
1369,137,1128
1370,138,176
1371,138,480
1372,138,492
1373,138,114
1374,138,169
1375,138,1168
1376,138,315
1377,138,920
1378,138,1508
1379,138,1440
1380,139,180
1381,139,179
1382,139,1125
1383,139,589
1384,139,1128
1385,139,935
1386,139,1064
1387,139,1202
1388,139,480
1389,139,178
1390,140,866
1391,140,1062
1392,140,1168
1393,140,850
1394,140,1061
1395,140,463
1396,140,1063
1397,140,849
1398,140,699
1399,140,922
1400,141,273
1401,141,313
1402,141,241
1403,141,326
1404,141,323
1405,141,554
1406,141,774
1407,141,1277
1408,141,421
1409,141,148
1410,142,180
1411,142,192
1412,142,1141
1413,142,521
1414,142,191
1415,142,285
1416,142,127
1417,142,187
1418,142,156
1419,142,129
1420,143,866
1421,143,1062
1422,143,1018
1423,143,745
1424,143,1168
1425,143,421
1426,143,707
1427,143,914
1428,143,1146
1429,143,302
1430,144,663
1431,144,1062
1432,144,427
1433,144,191
1434,144,1141
1435,144,855
1436,144,134
1437,144,736
1438,144,462
1439,144,28
1440,145,180
1441,145,707
1442,145,205
1443,145,480
1444,145,511
1445,145,194
1446,145,1010
1447,145,1244
1448,145,944
1449,145,647
1450,146,1062
1451,146,866
1452,146,463
1453,146,850
1454,146,716
1455,146,914
1456,146,654
1457,146,793
1458,146,699
1459,146,849
1460,147,1136
1461,147,1062
1462,147,922
1463,147,1125
1464,147,463
1465,147,663
1466,147,660
1467,147,474
1468,147,488
1469,147,1121
1470,148,463
1471,148,315
1472,148,530
1473,148,479
1474,148,707
1475,148,95
1476,148,50
1477,148,55
1478,148,654
1479,148,1168
1480,149,855
1481,149,895
1482,149,716
1483,149,507
1484,149,647
1485,149,285
1486,149,1062
1487,149,631
1488,149,653
1489,149,1020
1490,150,750
1491,150,1136
1492,150,176
1493,150,156
1494,150,1202
1495,150,647
1496,150,529
1497,150,327
1498,150,1508
1499,150,170
1500,151,519
1501,151,100
1502,151,285
1503,151,221
1504,151,589
1505,151,846
1506,151,189
1507,151,944
1508,151,481
1509,151,920
1510,152,474
1511,152,470
1512,152,609
1513,152,1168
1514,152,163
1515,152,392
1516,152,418
1517,152,316
1518,152,421
1519,152,291
1520,153,474
1521,153,287
1522,153,512
1523,153,463
1524,153,741
1525,153,663
1526,153,272
1527,153,315
1528,153,169
1529,153,293
1530,154,180
1531,154,443
1532,154,474
1533,154,127
1534,154,56
1535,154,855
1536,154,178
1537,154,340
1538,154,198
1539,154,192
1540,155,1136
1541,155,1062
1542,155,955
1543,155,699
1544,155,1125
1545,155,1202
1546,155,866
1547,155,1069
1548,155,663
1549,155,718
1550,156,127
1551,156,134
1552,156,135
1553,156,663
1554,156,513
1555,156,603
1556,156,654
1557,156,285
1558,156,483
1559,156,474
1560,157,180
1561,157,480
1562,157,178
1563,157,663
1564,157,935
1565,157,474
1566,157,205
1567,157,344
1568,157,132
1569,157,484
1570,158,132
1571,158,485
1572,158,654
1573,158,135
1574,158,191
1575,158,205
1576,158,427
1577,158,175
1578,158,604
1579,158,474
1580,159,22
1581,159,257
1582,159,87
1583,159,300
1584,159,1018
1585,159,393
1586,159,751
1587,159,28
1588,159,176
1589,159,223
1590,160,180
1591,160,641
1592,160,1202
1593,160,285
1594,160,1011
1595,160,1141
1596,160,480
1597,160,238
1598,160,156
1599,160,1018
1600,161,628
1601,161,304
1602,161,663
1603,161,514
1604,161,131
1605,161,430
1606,161,509
1607,161,549
1608,161,98
1609,161,750
1610,162,1062
1611,162,1018
1612,162,1061
1613,162,1168
1614,162,549
1615,162,866
1616,162,1136
1617,162,834
1618,162,463
1619,162,1063
1620,163,513
1621,163,315
1622,163,607
1623,163,427
1624,163,191
1625,163,178
1626,163,603
1627,163,270
1628,163,480
1629,163,611
1630,164,22
1631,164,421
1632,164,965
1633,164,189
1634,164,568
1635,164,524
1636,164,316
1637,164,272
1638,164,707
1639,164,1216
1640,165,313
1641,165,611
1642,165,589
1643,165,272
1644,165,524
1645,165,478
1646,165,1061
1647,165,273
1648,165,169
1649,165,1168
1650,166,662
1651,166,570
1652,166,313
1653,166,1062
1654,166,1018
1655,166,497
1656,166,709
1657,166,915
1658,166,670
1659,166,794
1660,167,276
1661,167,169
1662,167,14
1663,167,633
1664,167,56
1665,167,242
1666,167,176
1667,167,498
1668,167,434
1669,167,654
1670,168,430
1671,168,223
1672,168,318
1673,168,86
1674,168,189
1675,168,169
1676,168,724
1677,168,479
1678,168,1196
1679,168,515
1680,169,844
1681,169,524
1682,169,742
1683,169,744
1684,169,205
1685,169,965
1686,169,553
1687,169,289
1688,169,485
1689,169,1168
1690,170,866
1691,170,1062
1692,170,914
1693,170,716
1694,170,850
1695,170,1121
1696,170,952
1697,170,849
1698,170,670
1699,170,697
1700,171,1062
1701,171,463
1702,171,660
1703,171,663
1704,171,750
1705,171,1136
1706,171,707
1707,171,699
1708,171,1063
1709,171,914
1710,172,111
1711,172,169
1712,172,524
1713,172,258
1714,172,468
1715,172,89
1716,172,1141
1717,172,709
1718,172,367
1719,172,707
1720,173,663
1721,173,479
1722,173,611
1723,173,855
1724,173,1061
1725,173,656
1726,173,489
1727,173,1062
1728,173,480
1729,173,866
1730,174,22
1731,174,251
1732,174,1136
1733,174,346
1734,174,707
1735,174,12
1736,174,689
1737,174,463
1738,174,493
1739,174,169
1740,175,22
1741,175,968
1742,175,143
1743,175,205
1744,175,191
1745,175,81
1746,175,527
1747,175,97
1748,175,470
1749,175,423
1750,176,180
1751,176,276
1752,176,135
1753,176,56
1754,176,516
1755,176,647
1756,176,53
1757,176,589
1758,176,895
1759,176,9
1760,177,367
1761,177,185
1762,177,211
1763,177,192
1764,177,483
1765,177,81
1766,177,298
1767,177,205
1768,177,1141
1769,177,589
1770,178,659
1771,178,918
1772,178,97
1773,178,270
1774,178,944
1775,178,191
1776,178,690
1777,178,238
1778,178,205
1779,178,306
1780,179,421
1781,179,894
1782,179,913
1783,179,849
1784,179,1062
1785,179,915
1786,179,535
1787,179,898
1788,179,1174
1789,179,850
1790,180,83
1791,180,251
1792,180,269
1793,180,242
1794,180,434
1795,180,633
1796,180,496
1797,180,582
1798,180,55
1799,180,306
1800,181,973
1801,181,143
1802,181,234
1803,181,95
1804,181,468
1805,181,660
1806,181,936
1807,181,313
1808,181,845
1809,181,923
1810,182,289
1811,182,402
1812,182,705
1813,182,22
1814,182,181
1815,182,1062
1816,182,1168
1817,182,205
1818,182,483
1819,182,965
1820,183,191
1821,183,197
1822,183,100
1823,183,474
1824,183,421
1825,183,198
1826,183,482
1827,183,287
1828,183,607
1829,183,251
1830,184,178
1831,184,306
1832,184,918
1833,184,659
1834,184,357
1835,184,157
1836,184,513
1837,184,190
1838,184,205
1839,184,83
1840,185,327
1841,185,663
1842,185,922
1843,185,191
1844,185,272
1845,185,1440
1846,185,1063
1847,185,1508
1848,185,478
1849,185,474
1850,186,458
1851,186,451
1852,186,418
1853,186,191
1854,186,899
1855,186,69
1856,186,727
1857,186,732
1858,186,205
1859,186,153
1860,187,485
1861,187,12
1862,187,604
1863,187,170
1864,187,22
1865,187,292
1866,187,208
1867,187,10
1868,187,302
1869,187,709
1870,188,196
1871,188,421
1872,188,298
1873,188,169
1874,188,763
1875,188,965
1876,188,735
1877,188,655
1878,188,147
1879,188,117
1880,189,663
1881,189,918
1882,189,242
1883,189,705
1884,189,205
1885,189,421
1886,189,1141
1887,189,641
1888,189,251
1889,189,1066
1890,190,258
1891,190,69
1892,190,230
1893,190,251
1894,190,603
1895,190,482
1896,190,705
1897,190,28
1898,190,184
1899,190,479
1900,191,531
1901,191,1136
1902,191,480
1903,191,524
1904,191,483
1905,191,1083
1906,191,367
1907,191,922
1908,191,189
1909,191,205
1910,192,855
1911,192,463
1912,192,524
1913,192,866
1914,192,718
1915,192,479
1916,192,849
1917,192,736
1918,192,663
1919,192,1020
1920,193,663
1921,193,357
1922,193,474
1923,193,197
1924,193,64
1925,193,191
1926,193,265
1927,193,484
1928,193,192
1929,193,513
1930,194,484
1931,194,327
1932,194,659
1933,194,98
1934,194,129
1935,194,48
1936,194,51
1937,194,493
1938,194,134
1939,194,690
1940,195,50
1941,195,302
1942,195,1062
1943,195,663
1944,195,480
1945,195,948
1946,195,647
1947,195,484
1948,195,22
1949,195,195
1950,196,499
1951,196,443
1952,196,458
1953,196,935
1954,196,483
1955,196,633
1956,196,474
1957,196,1062
1958,196,507
1959,196,1008
1960,197,205
1961,197,64
1962,197,1141
1963,197,170
1964,197,393
1965,197,603
1966,197,135
1967,197,1
1968,197,178
1969,197,132
1970,198,657
1971,198,1141
1972,198,48
1973,198,205
1974,198,530
1975,198,740
1976,198,921
1977,198,169
1978,198,918
1979,198,513
1980,199,425
1981,199,582
1982,199,286
1983,199,496
1984,199,150
1985,199,657
1986,199,527
1987,199,114
1988,199,318
1989,199,474
1990,200,270
1991,200,1100
1992,200,272
1993,200,95
1994,200,707
1995,200,133
1996,200,526
1997,200,178
1998,200,748
1999,200,403
2000,201,271
2001,201,1173
2002,201,1134
2003,201,320
2004,201,180
2005,201,411
2006,201,305
2007,201,864
2008,201,114
2009,201,520
2010,202,270
2011,202,699
2012,202,1062
2013,202,748
2014,202,628
2015,202,915
2016,202,914
2017,202,850
2018,202,705
2019,202,793
2020,203,679
2021,203,895
2022,203,497
2023,203,28
2024,203,302
2025,203,275
2026,203,707
2027,203,1440
2028,203,483
2029,203,199
2030,204,179
2031,204,475
2032,204,180
2033,204,1021
2034,204,23
2035,204,516
2036,204,320
2037,204,14
2038,204,408
2039,204,311
2040,205,205
2041,205,97
2042,205,515
2043,205,357
2044,205,1133
2045,205,529
2046,205,690
2047,205,631
2048,205,524
2049,205,475
2050,206,894
2051,206,660
2052,206,568
2053,206,405
2054,206,429
2055,206,699
2056,206,270
2057,206,936
2058,206,915
2059,206,1126
2060,207,429
2061,207,169
2062,207,496
2063,207,1241
2064,207,1100
2065,207,948
2066,207,513
2067,207,1018
2068,207,304
2069,207,962
2070,208,470
2071,208,69
2072,208,1062
2073,208,22
2074,208,485
2075,208,965
2076,208,143
2077,208,196
2078,208,490
2079,208,754
2080,209,178
2081,209,922
2082,209,480
2083,209,134
2084,209,180
2085,209,644
2086,209,483
2087,209,855
2088,209,484
2089,209,524
2090,210,191
2091,210,513
2092,210,212
2093,210,524
2094,210,169
2095,210,313
2096,210,1100
2097,210,483
2098,210,427
2099,210,611
2100,211,197
2101,211,344
2102,211,133
2103,211,607
2104,211,163
2105,211,365
